LaqiaMonster																				
1	1	비홀더 \ \			red_beholder_little	NONE	0							
201	2	비홀더 \ \			red_beholder_little	NONE	0							
301	3	비홀더 \ \			red_beholder_little	NONE	0							
401	4	비홀더 \ \			red_beholder_little	NONE	0							
501	5	비홀더 \ \			red_beholder_little	NONE	0							
601	5	비홀더 \ \			red_beholder_little	NONE	0							
2	6	카니발렛 \ \		mousemon		NONE	0						
202	7	카니발렛 \ \		mousemon		NONE	0						
302	8	카니발렛 \ \		mousemon		NONE	0						
402	9	카니발렛 \ \		mousemon		NONE	0						
502	10	카니발렛 \ \		mousemon		NONE	0						
602	10	카니발렛 \ \		mousemon		NONE	0						
3	11	해츨링 \ \		dragonbaby_yellow	새끼드래곤공격	500							
203	12	해츨링 \ \		dragonbaby_yellow	새끼드래곤공격	500							
303	13	해츨링 \ \		dragonbaby_yellow	새끼드래곤공격	500							
403	14	해츨링 \ \		dragonbaby_yellow	새끼드래곤공격	500							
503	15	해츨링 \ \		dragonbaby_yellow	새끼드래곤공격	500							
603	15	해츨링 \ \			dragonbaby_yellow	새끼드래곤공격	500							
4	16	좀비독 \ \		zombidog	NONE	0							
204	17	좀비독 \ \		zombidog	NONE	0							
304	18	좀비독 \ \		zombidog	NONE	0							
404	19	좀비독 \ \		zombidog	NONE	0							
504	20	좀비독 \ \		zombidog	NONE	0							
604	20	좀비독 \ \			zombidog	NONE	0							
5	21	이블독 \ \			calvaros	NONE	0							
205	22	이블독 \ \			calvaros	NONE	0							
305	23	이블독 \ \			calvaros	NONE	0							
405	24	이블독 \ \			calvaros	NONE	0							
505	25	이블독 \ \			calvaros	NONE	0							
605	25	이블독 \ \			calvaros	NONE	0							
6	26	고블린 \ \			green_ax_gobelin	NONE	0							
206	27	고블린 \ \			green_ax_gobelin	NONE	0							
306	28	고블린 \ \			green_ax_gobelin	NONE	0							
406	29	고블린 \ \			green_ax_gobelin	NONE	0							
506	30	고블린 \ \			green_ax_gobelin	NONE	0							
606	30	고블린 \ \			green_ax_gobelin	NONE	0							
7	31	고블린랜서 \ \		green_spear_gobelin	NONE	0							
207	32	고블린랜서 \ \		green_spear_gobelin	NONE	0							
307	33	고블린랜서 \ \		green_spear_gobelin	NONE	0							
407	34	고블린랜서 \ \		green_spear_gobelin	NONE	0							
507	35	고블린랜서 \ \		green_spear_gobelin	NONE	0							
607	35	고블린랜서 \ \		green_spear_gobelin	NONE	0							
8	36	킹비홀더 \ \		red_beholder_king	NONE	0							
208	37	킹비홀더 \ \		red_beholder_king	NONE	0							
308	38	킹비홀더 \ \		red_beholder_king	NONE	0							
408	39	킹비홀더 \ \		red_beholder_king	NONE	0							
508	40	킹비홀더 \ \		red_beholder_king	NONE	0							
608	40	킹비홀더 \ \		red_beholder_king	NONE	0							
9	41	오크 \ \			orc_warrior			NONE			0	
209	42	오크 \ \			orc_warrior			NONE			0	
309	43	오크 \ \			orc_warrior			NONE			0	
409	44	오크 \ \			orc_warrior			NONE			0	
509	45	오크 \ \			orc_warrior			NONE			0	
609	45	오크 \ \			orc_warrior			NONE			0	
10	46	오크아처 \ \		orc_archer			오크활공격		2500			
210	47	오크아처 \ \		orc_archer			오크활공격		2500			
310	48	오크아처 \ \		orc_archer			오크활공격		2500			
410	49	오크아처 \ \		orc_archer			오크활공격		2500			
510	50	오크아처 \ \		orc_archer			오크활공격		2500			
610	50	오크아처 \ \			orc_archer			오크활공격		2500			
11	51	홉고블린 \ \		gobelin_captain			NONE			0		
211	52	홉고블린 \ \		gobelin_captain			NONE			0		
311	53	홉고블린 \ \		gobelin_captain			NONE			0		
411	54	홉고블린 \ \		gobelin_captain			NONE			0		
511	55	홉고블린 \ \		gobelin_captain			NONE			0		
611	55	홉고블린 \ \			gobelin_captain			NONE			0		
12	61	좀비 \ \			zombie				NONE			0			
212	62	좀비 \ \			zombie				NONE			0			
312	63	좀비 \ \			zombie				NONE			0			
412	64	좀비 \ \			zombie				NONE			0			
512	65	좀비 \ \			zombie				NONE			0			
612	65	좀비 \ \			zombie				NONE			0			
13	66	웨어울프 \ \			wolfman				NONE			0	
213	67	웨어울프 \ \			wolfman				NONE			0	
313	68	웨어울프 \ \			wolfman				NONE			0	
413	69	웨어울프 \ \			wolfman				NONE			0	
513	70	웨어울프 \ \			wolfman				NONE			0	
613	70	웨어울프 \ \			wolfman				NONE			0	
14	71	스켈레톤 \ \		skeleton_swordman		NONE			0			
214	72	스켈레톤 \ \		skeleton_swordman		NONE			0			
314	73	스켈레톤 \ \		skeleton_swordman		NONE			0			
414	74	스켈레톤 \ \		skeleton_swordman		NONE			0			
514	75	스켈레톤 \ \		skeleton_swordman		NONE			0			
614	75	스켈레톤 \ \			skeleton_swordman		NONE			0			
15	76	스톤골렘 \ \		golem_stone			NONE			0		
215	77	스톤골렘 \ \		golem_stone			NONE			0		
315	78	스톤골렘 \ \		golem_stone			NONE			0		
415	79	스톤골렘 \ \		golem_stone			NONE			0		
515	80	스톤골렘 \ \		golem_stone			NONE			0		
615	80	스톤골렘 \ \		golem_stone			NONE			0		
16	81	스켈레톤 랜서 \		skeleton_spearman		NONE			0			
216	82	스켈레톤 랜서 \		skeleton_spearman		NONE			0			
316	83	스켈레톤 랜서 \		skeleton_spearman		NONE			0			
416	84	스켈레톤 랜서 \		skeleton_spearman		NONE			0			
516	85	스켈레톤 랜서 \		skeleton_spearman		NONE			0			
616	85	스켈레톤 랜서 \		skeleton_spearman		NONE			0			
17	56	피라니아 \ \			piranha_little			NONE			0		
217	57	피라니아 \ \			piranha_little			NONE			0		
317	58	피라니아 \ \			piranha_little			NONE			0		
417	59	피라니아 \ \			piranha_little			NONE			0		
517	60	피라니아 \ \			piranha_little			NONE			0		
617	60	피라니아 \ \			piranha_little			NONE			0		
18	86	스켈레톤 리더 \		skeleton_chief			NONE			0		
218	87	스켈레톤 리더 \		skeleton_chief			NONE			0		
318	88	스켈레톤 리더 \		skeleton_chief			NONE			0		
418	89	스켈레톤 리더 \		skeleton_chief			NONE			0		
518	90	스켈레톤 리더 \		skeleton_chief			NONE			0		
618	90	스켈레톤 리더 \		skeleton_chief			NONE			0		
19	91	마그마 골렘 \		golem_lava			NONE			0		
219	92	마그마 골렘 \		golem_lava			NONE			0		
319	93	마그마 골렘 \		golem_lava			NONE			0		
419	94	마그마 골렘 \		golem_lava			NONE			0		
519	95	마그마 골렘 \		golem_lava			NONE			0		
619	95	마그마 골렘 \			golem_lava			NONE			0		
20	96	아이스골렘 \ \			golem_ice			NONE			0		
220	97	아이스골렘 \ \			golem_ice			NONE			0		
320	98	아이스골렘 \ \			golem_ice			NONE			0		
420	99	아이스골렘 \ \			golem_ice			NONE			0		
520	100	아이스골렘 \ \		golem_ice			NONE			0		
620	100	아이스골렘 \ \			golem_ice			NONE			0		
21	101	세티로스 \ \		settiros			NONE			0		
221	102	세티로스 \ \		settiros			NONE			0		
321	103	세티로스 \ \		settiros			NONE			0		
421	104	세티로스 \ \		settiros			NONE			0		
521	105	세티로스 \ \		settiros			NONE			0		
621	105	세티로스 \ \			settiros			NONE			0		
22	106	오우거 \ \			oger				NONE			0
222	107	오우거 \ \			oger				NONE			0
322	108	오우거 \ \			oger				NONE			0
422	109	오우거 \ \			oger				NONE			0
522	110	오우거 \ \			oger				NONE			0
622	110	오우거 \ \			oger				NONE			0
23	111	사이클롭스 \ \		cyclops				NONE			0	
223	112	사이클롭스 \ \		cyclops				NONE			0	
323	113	사이클롭스 \ \		cyclops				NONE			0	
423	114	사이클롭스 \ \		cyclops				NONE			0	
523	115	사이클롭스 \ \		cyclops				NONE			0	
623	115	사이클롭스 \ \			cyclops				NONE			0	
24	116	트롤키메라 \ \		trol				NONE			0	
224	117	트롤키메라 \ \		trol				NONE			0	
324	118	트롤키메라 \ \		trol				NONE			0	
424	119	트롤키메라 \ \		trol				NONE			0	
524	120	트롤키메라 \ \		trol				NONE			0	
624	120	트롤키메라 \ \		trol				NONE			0	
25	121	아이스 나이츠 \		ice_knight_little		아이스나이트공격	500					
225	122	아이스 나이츠 \		ice_knight_little		아이스나이트공격	500					
325	123	아이스 나이츠 \		ice_knight_little		아이스나이트공격	500					
425	124	아이스 나이츠 \		ice_knight_little		아이스나이트공격	500					
525	125	아이스 나이츠 \		ice_knight_little		아이스나이트공격	500					
625	125	아이스 나이츠 \			ice_knight_little		아이스나이트공격	500					
26	126	아이스 나이츠리더 \		ice_knight_red			아이스나이트공격	500					
226	127	아이스 나이츠리더 \		ice_knight_red			아이스나이트공격	500					
326	128	아이스 나이츠리더 \		ice_knight_red			아이스나이트공격	500					
426	129	아이스 나이츠리더 \		ice_knight_red			아이스나이트공격	500					
526	130	아이스 나이츠리더 \		ice_knight_red			아이스나이트공격	500					
626	130	아이스 나이츠리더 \		ice_knight_red			아이스나이트공격	500					
27	131	하피 \ \			harpy				NONE			0
227	132	하피 \ \			harpy				NONE			0
327	133	하피 \ \			harpy				NONE			0
427	134	하피 \ \			harpy				NONE			0
527	135	하피 \ \			harpy				NONE			0
