1	1	167
1	190	167
1	610	167
1	1030	167
1	1450	167
1	1870	167
1	2290	167
1	2710	167
1	3130	167
1	3550	167
1	3970	167
1	3991	167
1	4012	167
1	4978	167
1	4999	167
1	5020	167
1	5986	167
1	6007	167
1	6028	167
1	6994	167
1	7015	167
1	7036	167
1	8002	167
1	10103	167
1	10104	167
1	10112	167
1	10113	167
1	10196	200
1	10193	33
1	10194	33
201	2	167
201	191	167
201	611	167
201	1031	167
201	1451	167
201	1871	167
201	2291	167
201	2711	167
201	3131	167
201	3551	167
201	3971	167
201	3992	167
201	4013	167
201	4979	167
201	5000	167
201	5021	167
201	5987	167
201	6008	167
201	6029	167
201	6995	167
201	7016	167
201	7037	167
201	8003	167
201	10103	167
201	10104	167
201	10112	167
201	10113	167
201	10196	200
201	10193	33
201	10194	33
301	3	167
301	192	167
301	612	167
301	1032	167
301	1452	167
301	1872	167
301	2292	167
301	2712	167
301	3132	167
301	3552	167
301	3972	167
301	3993	167
301	4014	167
301	4980	167
301	5001	167
301	5022	167
301	5988	167
301	6009	167
301	6030	167
301	6996	167
301	7017	167
301	7038	167
301	8004	167
301	10103	167
301	10104	167
301	10112	167
301	10113	167
301	10196	200
301	10193	33
301	10194	33
401	4	167
401	193	167
401	613	167
401	1033	167
401	1453	167
401	1873	167
401	2293	167
401	2713	167
401	3133	167
401	3553	167
401	3973	167
401	3994	167
401	4015	167
401	4981	167
401	5002	167
401	5023	167
401	5989	167
401	6010	167
401	6031	167
401	6997	167
401	7018	167
401	7039	167
401	8005	167
401	10103	167
401	10104	167
401	10112	167
401	10113	167
401	10196	200
401	10193	33
401	10194	33
501	5	167
501	194	167
501	614	167
501	1034	167
501	1454	167
501	1874	167
501	2294	167
501	2714	167
501	3134	167
501	3554	167
501	3974	167
501	3995	167
501	4016	167
501	4982	167
501	5003	167
501	5024	167
501	5990	167
501	6011	167
501	6032	167
501	6998	167
501	7019	167
501	7040	167
501	8006	167
501	10103	167
501	10104	167
501	10112	167
501	10113	167
501	10196	200
501	10193	33
501	10194	33
601	6	200
601	195	200
601	615	200
601	1035	200
601	1455	200
601	1875	200
601	2295	200
601	2715	200
601	3135	200
601	3555	200
601	3975	200
601	3996	200
601	4017	200
601	4983	200
601	5004	200
601	5025	200
601	5991	200
601	6012	200
601	6033	200
601	6999	200
601	7020	200
601	7041	200
601	8007	200
601	10196	200
601	10193	33
601	10194	33
601	11996	5
601	11997	5
601	13551	5
601	13552	5
2	211	167
2	631	167
2	1051	167
2	1471	167
2	1891	167
2	2311	167
2	2731	167
